,positions,close,direction,order_value,avg_price,returns,returns_pct,cumulative_returns,cumulative_returns_pct
241,50,109730.78,0.0,0.0,110970.94,0.011175538388698891,1.1175538388698891,2.0909754634969255,209.09754634969255
242,50,109928.04,0.0,0.0,110970.94,0.009397955897282761,0.9397955897282761,2.1003734193942085,210.03734193942086
243,50,109734.11,0.0,0.0,110970.94,0.011145530532588044,1.1145530532588044,2.1115189499267966,211.15189499267964
244,50,109651.53,0.0,0.0,110970.94,0.011889689318663077,1.1889689318663077,2.1234086392454596,212.34086392454597
245,50,109790.27,0.0,0.0,110970.94,0.010639452094395097,1.0639452094395097,2.1340480913398547,213.40480913398548
246,40,110034.09,-1.0,1100340.9,110970.94,0.008442300299519867,0.8442300299519867,2.1424903916393747,214.24903916393748
247,40,110226.37,0.0,0.0,110970.94,0.006709594421746901,0.6709594421746901,2.1491999860611215,214.91999860611216
248,40,110291.54,0.0,0.0,110970.94,0.006122323556059017,0.6122323556059017,2.1553223096171807,215.53223096171808
249,40,110291.67,0.0,0.0,110970.94,0.006121152078192749,0.6121152078192749,2.1614434616953737,216.14434616953736
250,40,110145.33,0.0,0.0,110970.94,0.007439875700791632,0.7439875700791632,2.1688833373961653,216.88833373961654
251,40,110140.79,0.0,0.0,110970.94,0.007480787312426185,0.7480787312426185,2.1763641247085914,217.63641247085914
252,40,110017.27,0.0,0.0,110970.94,0.008593871512668105,0.8593871512668105,2.1849579962212595,218.49579962212596
253,40,110004.82,0.0,0.0,110970.94,0.008706063046776014,0.8706063046776014,2.1936640592680354,219.36640592680354
254,40,110175.03,0.0,0.0,110970.94,0.007172238065208836,0.7172238065208836,2.200836297333244,220.08362973332441
255,40,110071.4,0.0,0.0,110970.94,0.008106086151924208,0.8106086151924208,2.2089423834851685,220.89423834851684
256,40,110188.89,0.0,0.0,110970.94,0.007047340501936894,0.7047340501936894,2.2159897239871054,221.59897239871054
